ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia de mantenimiento correctivo
33918,274,2022-03-25,Preventivo,195,1,Ubicacion_B,66
33919,274,2022-04-28,Preventivo,524,1,Ubicacion_B,66
33920,274,2022-05-27,Preventivo,789,2,Ubicacion_B,66
33921,274,2022-06-29,Preventivo,763,1,Ubicacion_B,66
33922,274,2022-08-04,Preventivo,542,2,Ubicacion_B,66
33923,274,2022-08-31,Preventivo,458,1,Ubicacion_B,66
33924,274,2022-09-25,Preventivo,881,2,Ubicacion_B,66
33925,274,2022-10-21,Preventivo,282,2,Ubicacion_B,66
33926,274,2022-11-20,Preventivo,564,2,Ubicacion_B,66
33927,274,2022-12-25,Preventivo,568,1,Ubicacion_B,66
33928,274,2023-01-23,Preventivo,712,1,Ubicacion_B,66
33929,274,2023-02-26,Preventivo,261,1,Ubicacion_B,66
33930,274,2023-03-22,Preventivo,145,2,Ubicacion_B,66
33931,274,2023-04-24,Preventivo,180,2,Ubicacion_B,66
33932,274,2023-05-20,Preventivo,933,2,Ubicacion_B,66
33933,274,2023-06-23,Preventivo,483,1,Ubicacion_B,66
33934,274,2023-07-18,Preventivo,763,1,Ubicacion_B,66
33935,274,2023-08-17,Preventivo,923,2,Ubicacion_B,66
33936,274,2023-09-22,Preventivo,924,2,Ubicacion_B,66
33937,274,2023-10-17,Preventivo,676,2,Ubicacion_B,66
33938,274,2023-11-19,Preventivo,664,2,Ubicacion_B,66
33939,274,2023-12-22,Preventivo,479,1,Ubicacion_B,66
33940,274,2024-01-18,Preventivo,584,2,Ubicacion_B,66
33941,274,2024-02-12,Preventivo,972,1,Ubicacion_B,66
33942,274,2024-03-12,Preventivo,765,2,Ubicacion_B,66
33943,274,2024-04-06,Preventivo,835,1,Ubicacion_B,66
33944,274,2024-05-06,Preventivo,665,2,Ubicacion_B,66
33945,274,2024-06-10,Preventivo,316,1,Ubicacion_B,66
33946,274,2024-07-14,Preventivo,525,1,Ubicacion_B,66
33947,274,2024-08-09,Preventivo,302,1,Ubicacion_B,66
33948,274,2024-09-11,Preventivo,678,2,Ubicacion_B,66
33949,274,2024-10-06,Preventivo,675,1,Ubicacion_B,66
33950,274,2024-11-02,Preventivo,509,2,Ubicacion_B,66
33951,274,2024-11-29,Preventivo,248,2,Ubicacion_B,66
33952,274,2024-12-27,Preventivo,641,1,Ubicacion_B,66
33953,275,2021-02-27,Correctivo,4207,21,Ubicacion_A,82
33954,275,2021-03-27,Correctivo,4771,5,Ubicacion_A,82
33955,275,2021-03-31,Correctivo,3742,9,Ubicacion_A,82
33956,275,2021-04-14,Correctivo,2634,21,Ubicacion_A,82
33957,275,2021-04-18,Correctivo,1679,1,Ubicacion_A,82
33958,275,2021-04-26,Correctivo,4281,14,Ubicacion_A,82
33959,275,2021-04-30,Correctivo,1709,21,Ubicacion_A,82
33960,275,2021-06-06,Correctivo,3700,24,Ubicacion_A,82
33961,275,2021-06-07,Correctivo,3804,15,Ubicacion_A,82
33962,275,2021-06-19,Correctivo,2359,3,Ubicacion_A,82
33963,275,2021-07-22,Correctivo,1544,10,Ubicacion_A,82
33964,275,2021-08-01,Correctivo,2143,19,Ubicacion_A,82
33965,275,2021-08-09,Correctivo,1701,4,Ubicacion_A,82
33966,275,2021-08-14,Correctivo,4793,20,Ubicacion_A,82
33967,275,2021-08-26,Correctivo,4360,8,Ubicacion_A,82
33968,275,2021-09-03,Correctivo,1212,8,Ubicacion_A,82
33969,275,2021-09-20,Correctivo,2301,24,Ubicacion_A,82
33970,275,2021-10-02,Correctivo,2180,22,Ubicacion_A,82
33971,275,2021-10-06,Correctivo,2715,9,Ubicacion_A,82
33972,275,2021-11-16,Correctivo,979,16,Ubicacion_A,82
33973,275,2021-12-11,Correctivo,2416,6,Ubicacion_A,82
33974,275,2021-12-17,Correctivo,2848,9,Ubicacion_A,82
33975,275,2021-12-26,Correctivo,2926,16,Ubicacion_A,82
33976,275,2022-01-08,Correctivo,2070,13,Ubicacion_A,82
33977,275,2022-01-13,Correctivo,2779,14,Ubicacion_A,82
33978,275,2022-01-16,Correctivo,4898,12,Ubicacion_A,82
33979,275,2022-03-08,Correctivo,3320,23,Ubicacion_A,82
33980,275,2022-03-20,Correctivo,2903,11,Ubicacion_A,82
33981,275,2022-04-15,Correctivo,1559,7,Ubicacion_A,82
33982,275,2022-04-23,Correctivo,4869,2,Ubicacion_A,82
33983,275,2022-05-15,Correctivo,1652,22,Ubicacion_A,82
33984,275,2022-05-22,Correctivo,3907,13,Ubicacion_A,82
33985,275,2022-06-22,Correctivo,1652,1,Ubicacion_A,82
33986,275,2022-06-23,Correctivo,2081,11,Ubicacion_A,82
33987,275,2022-06-26,Correctivo,4479,6,Ubicacion_A,82
33988,275,2022-07-01,Correctivo,3085,16,Ubicacion_A,82
33989,275,2022-07-12,Correctivo,2849,18,Ubicacion_A,82
33990,275,2022-07-23,Correctivo,3657,19,Ubicacion_A,82
33991,275,2022-07-28,Correctivo,3937,13,Ubicacion_A,82
33992,275,2022-08-31,Correctivo,4966,11,Ubicacion_A,82
33993,275,2022-10-14,Correctivo,1560,4,Ubicacion_A,82
33994,275,2022-10-29,Correctivo,3484,23,Ubicacion_A,82
33995,275,2022-11-08,Correctivo,2313,24,Ubicacion_A,82
33996,275,2022-11-19,Correctivo,2740,15,Ubicacion_A,82
33997,275,2022-12-15,Correctivo,1853,22,Ubicacion_A,82
33998,275,2022-12-26,Correctivo,633,12,Ubicacion_A,82
33999,275,2023-02-02,Correctivo,1837,24,Ubicacion_A,82
34000,275,2023-02-08,Correctivo,2348,6,Ubicacion_A,82
34001,275,2023-02-26,Correctivo,1244,6,Ubicacion_A,82
34002,275,2023-03-03,Correctivo,1587,19,Ubicacion_A,82
34003,275,2023-04-02,Correctivo,3079,7,Ubicacion_A,82
34004,275,2023-04-08,Correctivo,2458,19,Ubicacion_A,82
34005,275,2023-04-21,Correctivo,2593,22,Ubicacion_A,82
34006,275,2023-04-30,Correctivo,1313,14,Ubicacion_A,82
34007,275,2023-05-09,Correctivo,4555,19,Ubicacion_A,82
34008,275,2023-05-30,Correctivo,1989,13,Ubicacion_A,82
34009,275,2023-06-01,Correctivo,1275,13,Ubicacion_A,82
34010,275,2023-06-11,Correctivo,3861,19,Ubicacion_A,82
34011,275,2023-07-19,Correctivo,3221,18,Ubicacion_A,82
34012,275,2023-08-15,Correctivo,1772,23,Ubicacion_A,82
34013,275,2023-09-20,Correctivo,2170,3,Ubicacion_A,82
34014,275,2023-10-10,Correctivo,2574,5,Ubicacion_A,82
34015,275,2023-10-20,Correctivo,3959,2,Ubicacion_A,82
34016,275,2023-11-26,Correctivo,2695,10,Ubicacion_A,82
34017,275,2023-12-15,Correctivo,3982,17,Ubicacion_A,82
34018,275,2024-01-02,Correctivo,2743,3,Ubicacion_A,82
34019,275,2024-01-24,Correctivo,4529,14,Ubicacion_A,82
34020,275,2024-02-28,Correctivo,4935,16,Ubicacion_A,82
34021,275,2024-03-05,Correctivo,4177,18,Ubicacion_A,82
34022,275,2024-03-08,Correctivo,1994,16,Ubicacion_A,82
34023,275,2024-04-04,Correctivo,3519,13,Ubicacion_A,82
34024,275,2024-04-14,Correctivo,3100,21,Ubicacion_A,82
34025,275,2024-05-03,Correctivo,2173,7,Ubicacion_A,82
34026,275,2024-06-15,Correctivo,2378,22,Ubicacion_A,82
34027,275,2024-08-09,Correctivo,3562,13,Ubicacion_A,82
34028,275,2024-08-24,Correctivo,3092,14,Ubicacion_A,82
34029,275,2024-09-04,Correctivo,3052,3,Ubicacion_A,82
34030,275,2024-09-06,Correctivo,3767,13,Ubicacion_A,82
34031,275,2024-09-10,Correctivo,560,9,Ubicacion_A,82
34032,275,2024-09-19,Correctivo,2924,14,Ubicacion_A,82
34033,275,2024-11-01,Correctivo,3647,15,Ubicacion_A,82
34034,275,2024-11-08,Correctivo,891,3,Ubicacion_A,82
34035,275,2021-02-03,Preventivo,242,1,Ubicacion_A,82
34036,275,2021-02-28,Preventivo,432,2,Ubicacion_A,82
34037,275,2021-03-26,Preventivo,142,1,Ubicacion_A,82
34038,275,2021-04-25,Preventivo,116,1,Ubicacion_A,82
34039,275,2021-05-29,Preventivo,177,1,Ubicacion_A,82
34040,275,2021-06-28,Preventivo,814,1,Ubicacion_A,82
34041,275,2021-07-28,Preventivo,639,1,Ubicacion_A,82
34042,275,2021-08-29,Preventivo,193,1,Ubicacion_A,82
34043,275,2021-10-01,Preventivo,449,2,Ubicacion_A,82
34044,275,2021-10-29,Preventivo,147,1,Ubicacion_A,82
34045,275,2021-12-01,Preventivo,480,1,Ubicacion_A,82
34046,275,2021-12-26,Preventivo,570,2,Ubicacion_A,82
34047,275,2022-01-30,Preventivo,225,2,Ubicacion_A,82
34048,275,2022-02-27,Preventivo,888,2,Ubicacion_A,82
34049,275,2022-03-26,Preventivo,676,2,Ubicacion_A,82
34050,275,2022-04-28,Preventivo,707,2,Ubicacion_A,82
34051,275,2022-05-25,Preventivo,149,1,Ubicacion_A,82
34052,275,2022-06-21,Preventivo,360,1,Ubicacion_A,82
34053,275,2022-07-18,Preventivo,860,2,Ubicacion_A,82
34054,275,2022-08-19,Preventivo,118,1,Ubicacion_A,82
34055,275,2022-09-16,Preventivo,892,2,Ubicacion_A,82
34056,275,2022-10-21,Preventivo,159,2,Ubicacion_A,82
34057,275,2022-11-23,Preventivo,931,1,Ubicacion_A,82
34058,275,2022-12-21,Preventivo,213,2,Ubicacion_A,82
34059,275,2023-01-23,Preventivo,249,2,Ubicacion_A,82
34060,275,2023-02-28,Preventivo,994,1,Ubicacion_A,82
34061,275,2023-03-26,Preventivo,941,1,Ubicacion_A,82
34062,275,2023-04-24,Preventivo,932,2,Ubicacion_A,82
34063,275,2023-05-18,Preventivo,819,1,Ubicacion_A,82
34064,275,2023-06-16,Preventivo,377,1,Ubicacion_A,82
34065,275,2023-07-16,Preventivo,873,2,Ubicacion_A,82
34066,275,2023-08-11,Preventivo,144,2,Ubicacion_A,82
34067,275,2023-09-10,Preventivo,271,1,Ubicacion_A,82
34068,275,2023-10-14,Preventivo,872,1,Ubicacion_A,82
34069,275,2023-11-15,Preventivo,351,2,Ubicacion_A,82
34070,275,2023-12-11,Preventivo,532,1,Ubicacion_A,82
34071,275,2024-01-11,Preventivo,406,2,Ubicacion_A,82
34072,275,2024-02-11,Preventivo,382,2,Ubicacion_A,82
34073,275,2024-03-16,Preventivo,541,1,Ubicacion_A,82
34074,275,2024-04-12,Preventivo,593,1,Ubicacion_A,82
34075,275,2024-05-09,Preventivo,743,1,Ubicacion_A,82
34076,275,2024-06-10,Preventivo,331,2,Ubicacion_A,82
34077,275,2024-07-13,Preventivo,283,1,Ubicacion_A,82
34078,275,2024-08-13,Preventivo,917,1,Ubicacion_A,82
34079,275,2024-09-12,Preventivo,171,2,Ubicacion_A,82
34080,275,2024-10-13,Preventivo,792,2,Ubicacion_A,82
34081,275,2024-11-08,Preventivo,392,2,Ubicacion_A,82
34082,275,2024-12-02,Preventivo,205,2,Ubicacion_A,82
34083,275,2024-12-28,Preventivo,673,2,Ubicacion_A,82
34084,276,2021-02-13,Correctivo,3920,8,Ubicacion_D,53
34085,276,2021-03-22,Correctivo,1211,11,Ubicacion_D,53
34086,276,2021-04-20,Correctivo,2607,23,Ubicacion_D,53
34087,276,2021-06-13,Correctivo,856,21,Ubicacion_D,53
34088,276,2021-06-23,Correctivo,708,23,Ubicacion_D,53
34089,276,2021-07-25,Correctivo,585,23,Ubicacion_D,53
34090,276,2021-09-25,Correctivo,704,3,Ubicacion_D,53
34091,276,2021-11-08,Correctivo,2278,5,Ubicacion_D,53
34092,276,2021-11-23,Correctivo,3678,23,Ubicacion_D,53
34093,276,2021-11-25,Correctivo,2429,9,Ubicacion_D,53
34094,276,2021-11-27,Correctivo,2026,11,Ubicacion_D,53
34095,276,2022-02-01,Correctivo,1304,13,Ubicacion_D,53
34096,276,2022-02-25,Correctivo,2622,23,Ubicacion_D,53
34097,276,2022-03-03,Correctivo,947,19,Ubicacion_D,53
34098,276,2022-03-13,Correctivo,2460,15,Ubicacion_D,53
34099,276,2022-04-29,Correctivo,3923,23,Ubicacion_D,53
34100,276,2022-05-03,Correctivo,3747,10,Ubicacion_D,53
34101,276,2022-06-01,Correctivo,848,19,Ubicacion_D,53
34102,276,2022-06-25,Correctivo,1362,5,Ubicacion_D,53
34103,276,2022-07-09,Correctivo,856,6,Ubicacion_D,53
34104,276,2022-10-19,Correctivo,2762,8,Ubicacion_D,53
34105,276,2022-11-14,Correctivo,1023,4,Ubicacion_D,53
34106,276,2022-11-17,Correctivo,4946,10,Ubicacion_D,53
34107,276,2022-12-05,Correctivo,3853,1,Ubicacion_D,53
34108,276,2023-01-02,Correctivo,1811,4,Ubicacion_D,53
34109,276,2023-03-23,Correctivo,2358,14,Ubicacion_D,53
34110,276,2023-03-31,Correctivo,2161,4,Ubicacion_D,53
34111,276,2023-04-19,Correctivo,605,16,Ubicacion_D,53
34112,276,2023-05-12,Correctivo,3397,20,Ubicacion_D,53
34113,276,2023-05-13,Correctivo,774,22,Ubicacion_D,53
34114,276,2023-06-24,Correctivo,2861,7,Ubicacion_D,53
34115,276,2023-06-29,Correctivo,4135,18,Ubicacion_D,53
34116,276,2023-07-27,Correctivo,1174,19,Ubicacion_D,53
34117,276,2023-08-07,Correctivo,2289,9,Ubicacion_D,53
34118,276,2023-08-22,Correctivo,4555,10,Ubicacion_D,53
34119,276,2023-09-05,Correctivo,539,13,Ubicacion_D,53
34120,276,2023-10-06,Correctivo,1545,22,Ubicacion_D,53
34121,276,2023-10-20,Correctivo,4305,23,Ubicacion_D,53
34122,276,2023-11-06,Correctivo,1156,12,Ubicacion_D,53
34123,276,2023-11-16,Correctivo,3968,11,Ubicacion_D,53
34124,276,2023-12-25,Correctivo,1507,16,Ubicacion_D,53
34125,276,2023-12-27,Correctivo,1023,19,Ubicacion_D,53
34126,276,2024-01-18,Correctivo,4260,17,Ubicacion_D,53
34127,276,2024-02-08,Correctivo,4252,14,Ubicacion_D,53
34128,276,2024-04-09,Correctivo,853,8,Ubicacion_D,53
34129,276,2024-05-11,Correctivo,3169,3,Ubicacion_D,53
34130,276,2024-06-23,Correctivo,3718,1,Ubicacion_D,53
34131,276,2024-07-30,Correctivo,4365,6,Ubicacion_D,53
34132,276,2024-09-10,Correctivo,4458,5,Ubicacion_D,53
34133,276,2024-09-24,Correctivo,1403,4,Ubicacion_D,53
34134,276,2024-10-03,Correctivo,4187,21,Ubicacion_D,53
34135,276,2024-11-15,Correctivo,3452,4,Ubicacion_D,53
34136,276,2024-12-30,Correctivo,2826,23,Ubicacion_D,53
34137,276,2021-02-03,Preventivo,471,1,Ubicacion_D,53
34138,276,2021-03-08,Preventivo,817,1,Ubicacion_D,53
34139,276,2021-04-09,Preventivo,175,1,Ubicacion_D,53
34140,276,2021-05-05,Preventivo,938,1,Ubicacion_D,53
34141,276,2021-06-03,Preventivo,201,2,Ubicacion_D,53
34142,276,2021-07-06,Preventivo,317,2,Ubicacion_D,53
34143,276,2021-08-07,Preventivo,697,2,Ubicacion_D,53
34144,276,2021-09-07,Preventivo,413,2,Ubicacion_D,53
34145,276,2021-10-10,Preventivo,322,2,Ubicacion_D,53
34146,276,2021-11-06,Preventivo,747,2,Ubicacion_D,53
34147,276,2021-12-06,Preventivo,922,1,Ubicacion_D,53
34148,276,2021-12-30,Preventivo,851,1,Ubicacion_D,53
34149,276,2022-02-02,Preventivo,797,2,Ubicacion_D,53
34150,276,2022-03-07,Preventivo,240,2,Ubicacion_D,53
34151,276,2022-04-07,Preventivo,447,1,Ubicacion_D,53
34152,276,2022-05-09,Preventivo,291,2,Ubicacion_D,53
34153,276,2022-06-11,Preventivo,286,1,Ubicacion_D,53
34154,276,2022-07-08,Preventivo,337,2,Ubicacion_D,53
34155,276,2022-08-10,Preventivo,611,2,Ubicacion_D,53
34156,276,2022-09-13,Preventivo,114,1,Ubicacion_D,53
34157,276,2022-10-16,Preventivo,373,1,Ubicacion_D,53
34158,276,2022-11-16,Preventivo,307,1,Ubicacion_D,53
34159,276,2022-12-16,Preventivo,111,2,Ubicacion_D,53
34160,276,2023-01-19,Preventivo,859,2,Ubicacion_D,53
34161,276,2023-02-17,Preventivo,409,2,Ubicacion_D,53
34162,276,2023-03-15,Preventivo,628,1,Ubicacion_D,53
34163,276,2023-04-11,Preventivo,180,1,Ubicacion_D,53
34164,276,2023-05-12,Preventivo,947,2,Ubicacion_D,53
34165,276,2023-06-12,Preventivo,369,1,Ubicacion_D,53
34166,276,2023-07-05,Preventivo,532,1,Ubicacion_D,53
34167,276,2023-07-31,Preventivo,209,1,Ubicacion_D,53
34168,276,2023-09-01,Preventivo,495,1,Ubicacion_D,53
34169,276,2023-09-30,Preventivo,931,2,Ubicacion_D,53
34170,276,2023-10-24,Preventivo,429,2,Ubicacion_D,53
34171,276,2023-11-25,Preventivo,912,1,Ubicacion_D,53
34172,276,2023-12-23,Preventivo,206,2,Ubicacion_D,53
34173,276,2024-01-16,Preventivo,276,1,Ubicacion_D,53
34174,276,2024-02-19,Preventivo,165,2,Ubicacion_D,53
34175,276,2024-03-25,Preventivo,856,2,Ubicacion_D,53
34176,276,2024-04-18,Preventivo,524,1,Ubicacion_D,53
34177,276,2024-05-20,Preventivo,457,2,Ubicacion_D,53
34178,276,2024-06-22,Preventivo,607,2,Ubicacion_D,53
34179,276,2024-07-18,Preventivo,963,2,Ubicacion_D,53
34180,276,2024-08-11,Preventivo,999,1,Ubicacion_D,53
34181,276,2024-09-06,Preventivo,477,1,Ubicacion_D,53
34182,276,2024-10-02,Preventivo,332,2,Ubicacion_D,53
34183,276,2024-10-26,Preventivo,895,1,Ubicacion_D,53
34184,276,2024-11-23,Preventivo,814,1,Ubicacion_D,53
34185,276,2024-12-28,Preventivo,963,1,Ubicacion_D,53
34186,277,2021-01-25,Correctivo,2407,18,Ubicacion_D,70
34187,277,2021-01-30,Correctivo,562,7,Ubicacion_D,70
34188,277,2021-02-01,Correctivo,4767,16,Ubicacion_D,70
34189,277,2021-02-26,Correctivo,1644,18,Ubicacion_D,70
34190,277,2021-03-26,Correctivo,1787,16,Ubicacion_D,70
34191,277,2021-05-01,Correctivo,1979,21,Ubicacion_D,70
34192,277,2021-05-08,Correctivo,3050,3,Ubicacion_D,70
34193,277,2021-05-30,Correctivo,4536,1,Ubicacion_D,70
34194,277,2021-06-20,Correctivo,950,23,Ubicacion_D,70
34195,277,2021-08-11,Correctivo,763,13,Ubicacion_D,70
34196,277,2021-09-13,Correctivo,3928,21,Ubicacion_D,70
34197,277,2021-09-27,Correctivo,4334,24,Ubicacion_D,70
34198,277,2021-10-15,Correctivo,2372,8,Ubicacion_D,70
34199,277,2021-11-18,Correctivo,4851,2,Ubicacion_D,70
34200,277,2021-12-04,Correctivo,639,21,Ubicacion_D,70
34201,277,2021-12-25,Correctivo,611,22,Ubicacion_D,70
34202,277,2022-01-25,Correctivo,1763,17,Ubicacion_D,70
34203,277,2022-01-29,Correctivo,3614,20,Ubicacion_D,70
34204,277,2022-01-31,Correctivo,3718,5,Ubicacion_D,70
34205,277,2022-02-28,Correctivo,706,7,Ubicacion_D,70
34206,277,2022-03-16,Correctivo,1985,9,Ubicacion_D,70
34207,277,2022-03-30,Correctivo,2306,17,Ubicacion_D,70
34208,277,2022-04-07,Correctivo,1134,19,Ubicacion_D,70
34209,277,2022-04-22,Correctivo,4813,13,Ubicacion_D,70
34210,277,2022-05-04,Correctivo,2997,20,Ubicacion_D,70
34211,277,2022-05-12,Correctivo,4655,5,Ubicacion_D,70
34212,277,2022-06-14,Correctivo,1078,17,Ubicacion_D,70
34213,277,2022-09-02,Correctivo,747,14,Ubicacion_D,70
34214,277,2022-10-21,Correctivo,1910,12,Ubicacion_D,70
34215,277,2022-11-05,Correctivo,2540,22,Ubicacion_D,70
34216,277,2022-11-13,Correctivo,3875,20,Ubicacion_D,70
34217,277,2022-12-27,Correctivo,2002,1,Ubicacion_D,70
34218,277,2023-02-03,Correctivo,1895,10,Ubicacion_D,70
34219,277,2023-02-14,Correctivo,1111,11,Ubicacion_D,70
34220,277,2023-02-15,Correctivo,4938,10,Ubicacion_D,70
34221,277,2023-03-08,Correctivo,3801,10,Ubicacion_D,70
34222,277,2023-03-17,Correctivo,1670,6,Ubicacion_D,70
34223,277,2023-04-02,Correctivo,839,6,Ubicacion_D,70
34224,277,2023-06-29,Correctivo,756,10,Ubicacion_D,70
34225,277,2023-07-09,Correctivo,1425,9,Ubicacion_D,70
34226,277,2023-08-29,Correctivo,709,18,Ubicacion_D,70
34227,277,2023-09-02,Correctivo,2468,21,Ubicacion_D,70
34228,277,2023-09-08,Correctivo,2901,10,Ubicacion_D,70
34229,277,2023-09-24,Correctivo,4153,21,Ubicacion_D,70
34230,277,2023-10-26,Correctivo,3644,9,Ubicacion_D,70
34231,277,2023-11-24,Correctivo,1781,15,Ubicacion_D,70
34232,277,2023-12-09,Correctivo,2636,3,Ubicacion_D,70
34233,277,2023-12-18,Correctivo,4535,9,Ubicacion_D,70
34234,277,2023-12-30,Correctivo,4714,13,Ubicacion_D,70
34235,277,2024-01-23,Correctivo,4920,14,Ubicacion_D,70
34236,277,2024-01-26,Correctivo,1067,22,Ubicacion_D,70
34237,277,2024-02-02,Correctivo,2741,11,Ubicacion_D,70
34238,277,2024-02-05,Correctivo,1459,15,Ubicacion_D,70
34239,277,2024-02-06,Correctivo,3609,24,Ubicacion_D,70
34240,277,2024-03-01,Correctivo,3658,10,Ubicacion_D,70
34241,277,2024-03-19,Correctivo,4443,6,Ubicacion_D,70
34242,277,2024-04-07,Correctivo,2721,23,Ubicacion_D,70
34243,277,2024-05-29,Correctivo,2635,17,Ubicacion_D,70
34244,277,2024-06-02,Correctivo,4531,11,Ubicacion_D,70
34245,277,2024-06-17,Correctivo,2377,5,Ubicacion_D,70
34246,277,2024-07-11,Correctivo,2961,13,Ubicacion_D,70
34247,277,2024-07-13,Correctivo,2873,17,Ubicacion_D,70
34248,277,2024-08-04,Correctivo,1759,24,Ubicacion_D,70
34249,277,2024-08-20,Correctivo,3079,3,Ubicacion_D,70
34250,277,2024-09-01,Correctivo,2869,11,Ubicacion_D,70
34251,277,2024-09-04,Correctivo,2327,11,Ubicacion_D,70
34252,277,2024-09-26,Correctivo,1284,14,Ubicacion_D,70
34253,277,2024-11-06,Correctivo,561,12,Ubicacion_D,70
34254,277,2024-11-07,Correctivo,1234,23,Ubicacion_D,70
34255,277,2024-11-18,Correctivo,1379,24,Ubicacion_D,70
34256,277,2021-01-30,Preventivo,329,1,Ubicacion_D,70
34257,277,2021-02-26,Preventivo,899,1,Ubicacion_D,70
34258,277,2021-03-23,Preventivo,692,2,Ubicacion_D,70
34259,277,2021-04-24,Preventivo,592,1,Ubicacion_D,70
34260,277,2021-05-20,Preventivo,911,1,Ubicacion_D,70
34261,277,2021-06-14,Preventivo,967,2,Ubicacion_D,70
34262,277,2021-07-20,Preventivo,479,1,Ubicacion_D,70
34263,277,2021-08-19,Preventivo,396,2,Ubicacion_D,70
34264,277,2021-09-19,Preventivo,387,1,Ubicacion_D,70
34265,277,2021-10-26,Preventivo,440,2,Ubicacion_D,70
34266,277,2021-11-29,Preventivo,821,1,Ubicacion_D,70
34267,277,2021-12-30,Preventivo,600,1,Ubicacion_D,70
34268,277,2022-02-04,Preventivo,756,1,Ubicacion_D,70
34269,277,2022-03-04,Preventivo,594,2,Ubicacion_D,70
34270,277,2022-04-08,Preventivo,615,1,Ubicacion_D,70
34271,277,2022-05-03,Preventivo,615,2,Ubicacion_D,70
34272,277,2022-05-30,Preventivo,514,2,Ubicacion_D,70
34273,277,2022-06-24,Preventivo,216,1,Ubicacion_D,70
34274,277,2022-07-26,Preventivo,732,2,Ubicacion_D,70
34275,277,2022-08-21,Preventivo,802,2,Ubicacion_D,70
34276,277,2022-09-24,Preventivo,686,2,Ubicacion_D,70
34277,277,2022-10-29,Preventivo,660,2,Ubicacion_D,70
34278,277,2022-12-05,Preventivo,323,1,Ubicacion_D,70
34279,277,2023-01-01,Preventivo,194,1,Ubicacion_D,70
34280,277,2023-02-04,Preventivo,118,2,Ubicacion_D,70
34281,277,2023-03-08,Preventivo,120,2,Ubicacion_D,70
34282,277,2023-04-10,Preventivo,610,2,Ubicacion_D,70
34283,277,2023-05-12,Preventivo,999,1,Ubicacion_D,70
34284,277,2023-06-07,Preventivo,665,1,Ubicacion_D,70
34285,277,2023-07-11,Preventivo,197,1,Ubicacion_D,70
34286,277,2023-08-14,Preventivo,635,2,Ubicacion_D,70
34287,277,2023-09-15,Preventivo,751,2,Ubicacion_D,70
34288,277,2023-10-17,Preventivo,781,1,Ubicacion_D,70
34289,277,2023-11-12,Preventivo,705,2,Ubicacion_D,70
34290,277,2023-12-17,Preventivo,911,1,Ubicacion_D,70
34291,277,2024-01-20,Preventivo,868,2,Ubicacion_D,70
34292,277,2024-02-24,Preventivo,514,1,Ubicacion_D,70
34293,277,2024-03-20,Preventivo,566,2,Ubicacion_D,70
34294,277,2024-04-20,Preventivo,985,2,Ubicacion_D,70
34295,277,2024-05-17,Preventivo,939,1,Ubicacion_D,70
34296,277,2024-06-21,Preventivo,973,1,Ubicacion_D,70
34297,277,2024-07-20,Preventivo,981,2,Ubicacion_D,70
34298,277,2024-08-19,Preventivo,696,2,Ubicacion_D,70
34299,277,2024-09-20,Preventivo,470,1,Ubicacion_D,70
34300,277,2024-10-20,Preventivo,869,1,Ubicacion_D,70
34301,277,2024-11-24,Preventivo,873,2,Ubicacion_D,70
34302,277,2024-12-28,Preventivo,153,2,Ubicacion_D,70
34303,278,2021-02-13,Correctivo,3231,23,Ubicacion_B,74
34304,278,2021-05-10,Correctivo,3136,2,Ubicacion_B,74
34305,278,2021-05-11,Correctivo,4309,1,Ubicacion_B,74
34306,278,2021-05-17,Correctivo,1939,23,Ubicacion_B,74
34307,278,2021-05-18,Correctivo,2228,19,Ubicacion_B,74
34308,278,2021-05-19,Correctivo,4207,8,Ubicacion_B,74
34309,278,2021-06-18,Correctivo,1270,17,Ubicacion_B,74
34310,278,2021-06-20,Correctivo,2600,22,Ubicacion_B,74
34311,278,2021-06-29,Correctivo,4286,24,Ubicacion_B,74
34312,278,2021-07-20,Correctivo,3069,3,Ubicacion_B,74
34313,278,2021-08-14,Correctivo,4399,1,Ubicacion_B,74
34314,278,2021-09-29,Correctivo,601,17,Ubicacion_B,74
34315,278,2021-10-10,Correctivo,1386,3,Ubicacion_B,74
34316,278,2021-10-11,Correctivo,4922,6,Ubicacion_B,74
34317,278,2021-10-14,Correctivo,4910,17,Ubicacion_B,74
34318,278,2021-11-10,Correctivo,1227,21,Ubicacion_B,74
34319,278,2021-12-08,Correctivo,4311,1,Ubicacion_B,74
34320,278,2021-12-10,Correctivo,2275,16,Ubicacion_B,74
34321,278,2022-01-27,Correctivo,3472,22,Ubicacion_B,74
34322,278,2022-02-05,Correctivo,2514,6,Ubicacion_B,74
34323,278,2022-02-24,Correctivo,4357,15,Ubicacion_B,74
34324,278,2022-03-29,Correctivo,566,5,Ubicacion_B,74
34325,278,2022-04-20,Correctivo,4727,11,Ubicacion_B,74
34326,278,2022-05-03,Correctivo,546,13,Ubicacion_B,74
34327,278,2022-06-02,Correctivo,1335,1,Ubicacion_B,74
34328,278,2022-06-21,Correctivo,596,1,Ubicacion_B,74
34329,278,2022-06-22,Correctivo,4245,19,Ubicacion_B,74
34330,278,2022-06-29,Correctivo,3293,13,Ubicacion_B,74
34331,278,2022-09-11,Correctivo,2311,15,Ubicacion_B,74
34332,278,2022-09-26,Correctivo,1383,15,Ubicacion_B,74
